,Steming,Label
1147,erick keras negosiasi fifa indonesia sanksi cabut status tuan rumah piala dunia salut erick usaha maks garuda muda bangkit,negatif
1148,amat sepakbola akmal marhali sebab piala dunia indonesia batal garuda muda bangkit,netral
1149,fifa umum indonesia batal tuan rumah piala dunia putus fifa timbang beri sanksi indonesia garuda muda bangkit,negatif
1151,erick keras negosiasi fifa indonesia sanksi cabut status tuan rumah piala dunia moga bawa kabar garuda muda bangkit,positif
1153,batal indonesia tuan rumah piala dunia kecewa moga sempat event sepak bola internasional erick thohir juang garuda muda bangkit,negatif
1156,pssi kesiap tuan rumah piala dunia garuda muda bangkit garuda muda bangkit,positif
1158,indonesia gagal tuan rumah piala dunia ganjal sanksi keluar fifa moga sanksi ringan garuda muda bangkit,negatif
1159,juang tum erick juang sia sia pro kontra hadir timnas israel piala dunia tum erick garda depan tengah garuda muda bangkit,negatif
1160,jokowi cerita juang rebut tuan rumah piala dunia lawan negara siap garuda muda bangkit,positif
1161,erick pasti indonesia batal tuan rumah piala dunia ajar aku putus fifa coret indonesia nyata pahit garuda muda bangkit,positif
1163,putus fifa usaha pariwisata daerah selenggara piala dunia kecele usaha usaha pariwisata bal tuding gubernur wayan koster orang tanggung putus fifa,negatif
1164,organisasi islam tentang hadir israel piala dunia mui tolak datang main israel negara langgar hak asasi manusia ambil alih tanah milik warga palestina,negatif
1165,presiden joko widodo jokowi aku pusing minggu pikir piala dunia presiden tuan rumah mudah,negatif
1166,gibran maaf ganjar beda dapat piala dunia,positif
1167,dampak ekonomi indonesia gegara batal gelar piala dunia,negatif
1168,gibran siap event kelas piala dunia,netral
1169,dah batal piala dunia yuk world beach games bal atlet israel larang atlet suporter cewek pakai bikini pantai ngelarang doyan asyik,netral
1170,megawati utut adianto tolak perintah hadir tim nasional israel piala dunia gelar indonesia mei juni,negatif
1171,hokky caraka damai batal piala dunia indonesia clear hokky caraka damai ganjar pranowo batal piala dunia indonesia sang serang timnas indonesia klaim,positif
1172,untung piala dunia,positif
1173,piala dunia benang kusut indonesia,netral
1174,fifa umum indonesia batal tuan rumah piala dunia rabu tinggal hitung laksana mei simak lengkap,negatif
1175,lepas batal piala dunia kemaren patut salah maaf bagi hangat,positif
1176,operasional pssi engga dibiayain perintah dapet dana hibah siap piala dunia perintah pildun proyek perintah putar uang sepakbola murni industri sepakbola,positif
1180,wakil presiden wapres maruf amin aku timbang selenggara ajang ganti piala dunia batal gelar indonesia,positif
1181,wakil presiden maruf amin event ganti piala dunia,negatif
1182,batal indonesia tuan rumah lepas tolak timnas israel piala dunia pssi potensi sanksi fifa kait putus,negatif
1184,presiden jokowi angkat bicara jokowi angkat bicara selasa malam situasi kondusif usaha fifa batal indonesia tuan rumah piala dunia,positif
1185,tolak keikutsertaan timnas israel gubernur bal wayan koster gubernur jawa ganjar pranowo fifa lantas batal jadwal drawing piala dunia maret gelar bal,negatif
1186,restu jokowi lobi erick thohir indonesia pilih imam nahrawi menpora aju surat presiden jokowi indonesia aju tuan rumah piala dunia,positif
1187,indonesia menang biding oktober indonesia tetap dewan fifa shanghai china menang bidding tuan rumah piala dunia,positif
1188,erick thohirdiyakini menyelesaikantantangan permasalahansepak bola indonesia gagal tuan rumah piala dunia milik jaringankelas dunia daninner capacityyg modal membangkitkansepak bolaindonesia,negatif
1189,batal piala dunia indonesia berat sedih semangat hilang juang maju sepak bola indonesia,negatif
1191,kisruh piala dunia hokky caraka ketemu ganjar pranowo clear,negatif
1192,boskalteng putraagustiar sabranyakin ketua pssi tinggal diam indonesia batal tuan rumah piala dunia percaya menteri bumn solusi baik,positif
1193,laksana tugas plt menpora muhadjir effendy putus perihal guna sisa anggar piala dunia,netral
1194,anggar kemenpora khusus selenggara piala dunia rp miliar kemenpora cut off iring pasti keluar surat fifa kait batal indonesia tuan rumah piala dunia,positif
1195,kait wajib buka publik kait guna dana alokasi siap sambut event piala dunia,positif
1196,salah satu anggar gelontor apbn siap sambut piala dunia tersebutsaya dana siap selenggara piala dunia ambil apbn dipertanggungjawabkan transparan,netral
1197,gelar piala dunia batal gelar indonesia federasi sepakbola dunia fifa putus gelar piala dunia batal selenggara indonesia batal helat akbar piala dunia bawa konsekuensi logis,positif
1198,gagal tanding ajang piala dunia mabes polri tawar timnas indonesia abdi negara anggota polri,negatif
1199,ketua dpr ketua dpp pdip puan maharani aku kecewa sedih piala dunia batal gelar indonesia puan sebut batal beda dapat,negatif
1201,ganjar pranowo milik alas tolak timnas israel main piala dunia,negatif
1202,presiden jokowi curhat batal indonesia tuan rumah piala dunia bukber dpp pan,netral
1203,pesan harap bubar panpel piala dunia pasca fifa putus membatalkanpiala dunia gelar indonesia,positif
1204,menteri pupr basuki ban infrastruktur event piala dunia,negatif
1205,batal gelar piala dunia timnas indonesia resmi bubar,netral
1206,menteri kerja rumah rakyat pupr basuki hadimuljono ban isu infrastruktur indonesia gelar piala dunia fifa batal ajang tahun indonesia infrastruktur,negatif
1207,nggak percaya indonesia batal tuan rumah piala dunia omong ganjar koster bayangin betapa riah euphoria gbk kota kecewa sedih,negatif
1208,piala dunia ganjar pranowo konsisten tolak israel indonesia,negatif
1209,puan aku pdip sedih kecewa batal status tuan rumah piala dunia,negatif
1210,renovasi stadion piala dunia batal indonesia telan biaya rp miliar simak rinciannya,netral
1211,puan maharani sedih kecewa piala dunia laksana indonesia,negatif
1212,timnas irak rumor tolak israel piala dunia simak berita lengkap klik link,negatif
1213,juang proses presiden indonesia percaya tuan rumah piala dunia batal erick thohir kuat tenaga juang keluarga fifa,negatif
1214,gagal tuan rumah piala dunia indonesia alami rugi rp triliun,negatif
1215,menteri pupr bantah kabar indonesia infrastruktur gelar piala dunia,negatif
1216,ganjar piala dunia suruh bu mega muncul kabar megawati sosok nyata ganjar kait tolak israel main piala dunia,positif
1217,cek fakta indonesia tuan rumah piala dunia jokowi turun tangan,negatif
1218,negara batal tuan rumah piala dunia,netral
1219,main sepak bola muda indonesia hokky caraka temu gubernur jawa ganjar pranowo hokky luap kesal ganjar piala dunia batal gelar indonesia,negatif
1220,ketua partai demokrasi indonesia juang megawati soekarnoputri perintah kader tolak hadir tim nasional sepak bola israel piala dunia alas sesuai semangat karno full video youtube,negatif
1221,wayang tokoh maskot piala dunia bacuna margono hitung harga sovenir kaca gelar asean paragames surakarta margono jual rp ribu sovenir resmi,netral
1222,umkm rajin souvenir kena imbas parah salah satu umkm wayang surakarta jawa sovenir piala dunia,negatif
1223,timnas resmi bubar batal tampil piala dunia,netral
1224,presiden jokowi bikin pusing minggu gegara piala dunia batal tum pssi erick thohir,negatif
1227,erick thohir apresiasi panitia laksana piala dunia,positif
1228,ganjar aku tolak piala dunia tentang partisipasi israel,positif
1229,ganjar statement kait piala dunia,netral
1230,batal gelar lanyalla transparansi dana piala dunia nila rp jakarta gelar piala dunia batal gelar indonesia federasi sepakbola dunia fifa putus gelar piala dunia batal selenggara indonesia batal helat akbar piala,positif
1233,piala dunia sebak bola kali peryataan bodoh pikun dunggu plimplan,negatif
1234,fifa cabut indonesia tuan rumah piala dunia fifa cabut peru tuan rumah piala dunia,netral
1236,tanggap ganjar kait isu piala dunia,netral
1238,kait wajib buka publik kait guna dana alokasi siap sambut event piala dunia lanyalla,positif
1239,dana siap selenggara piala dunia ambil apbn dipertanggungjawabkan transparan ketua dpd ri aa lanyalla mahmud mattalitti terang resmi awak media selasa,netral
1240,batal helat akbar piala dunia bawa konsekuensi logis salah satu anggar gelontor apbn siap sambut piala dunia,positif
1241,batal gelar lanyalla transparansi dana piala dunia nila rp jakarta gelar piala dunia batal gelar indonesia federasi sepakbola dunia fifa putus gelar piala dunia batal selenggara indonesia,netral
1242,ketua dpp pdip puan maharani tampik pdip sebab batal piala dunia indonesia puan nilai batal beda dapat sebab,negatif
1243,habis rp miliar daftar stadion rehab piala dunia,netral
1246,tolak tim israel pdi juang partai adil sejahtera pks fifa batal indonesia tuan rumah piala dunia full video youtube,positif
1247,citra erick thohir bohong masyarakat indonesia batal piala dunia indonesia denny siregar erick thohir jujur politik mulu,negatif
1248,gaiss jawab statemeeeent ganjar kait piala dunia,netral
1252,najwa shihab blak blakan piala dunia,netral
1254,ganjar pranowo maaf piala dunia gagal gelar indonesia,negatif
1257,ganjar sesal statment tolak israel piala dunia sesal sikap ganjar najwa sesal,positif
1258,ikut sejarah pdip ganjar dorong piala dunia selenggara israel,positif
1260,najwa shihab ganjar pranowo wawancara eksklusif batal indonesia tuan rumah piala dunia salah tanggung gagal gelar piala dunia,positif
1261,statement kait piala dunia kmrn udab ganjar wawancara mata najwa,netral
1262,main sepak bola muda indonesia hokky caraka temu ganjar pranowo hokky luap kesal ganjar piala dunia batal gelar indonesia,negatif
1264,masyarakat warganet simak yuk wawancara ganjar pranowo mba nazwa gagal piala dunia kmrin caci maki babi buta fakta dukung ganjar,positif
1265,ayo ramai statment ganjar kait piala dunia blunder,netral
1266,ketua dpp pdi juang puan maharani salah imbas gagal indonesia tuan rumah piala dunia tolak hadir timnas israel dasar atur menteri negeri,negatif
1267,terima kasih kait piala dunia,positif
1268,tum pssi erick thohir eropa temu fifa negosiasi kait sanksi indonesia piala dunia,positif
1269,timnas indonesia kubur mimpi tampil ajang piala dunia,positif
1270,nunggu arah presiden piala dunia ngotot nolak ingat,negatif
1271,langsung ni huru hara piala dunia ramai jawab,negatif
1272,salah paham katan politik ganjar statement kait piala dunia,positif
1273,hemm kait isu piala dunia moga,positif
1274,dsni ganjar statement kait piala dunia saah paham politik plis,netral
1275,dongkol gara gara piala dunia batal hokky caraka cengegesan temu ganjar lengkap,negatif
1276,yuk sikap jelas perihal piala dunia kmaren,positif
1277,baca gaisss ganjar statement kait piala dunia,netral
1278,opini publik dijelasin ganjar piala dunia,netral
1279,statement kait piala dunia jawab,netral
1280,menteri basuki bantah kabar infrastruktur piala dunia,negatif
1281,mahfud jokowi hadap dilema piala dunia baca lengkap,negatif
1282,piala dunia gaes,netral
1283,clear yaa ganjar perihal piala dunia bincang,positif
1284,ooo ganjar isu piala dunia,netral
1285,gais ganjar statement kait piala dunia,netral
1286,ganjar bijak langsung piala dunia rame,positif
1287,bersitegang ihwal ajang piala dunia batal ada indonesia wali kota solo gibran rakabuming raka gubernur jawa ganjar pranowo temu semarang senin,negatif
1288,adi pdip ganjar jebak tolak piala dunia,positif
1289,statement ganjar piala dunia jawab gin enak yaa,positif
1290,indonesia habis dana miliar host piala dunia loby proposal biding baik infrastruktur siap dana apbn apbd gagalapa pertanggungjawabannya,negatif
1291,erick thohir umum indonesia batal tuan rumah piala dunia gelar mei juni muncul tolak timnas israel landas sikap politik indonesia tolak jajah palestina,negatif
1292,sepak bola kait erat politik dapat najwa kait gagal indonesia tuan rumah piala dunia,negatif
1294,statement piala dunia kemarin,netral
1295,simak yaa ganjar yaa kait piala dunia ramai,netral
1296,ganjar statemen kait piala dunia yaa deh,positif
1297,menteri pupr bantah stadion piala dunia fifa nyata oke,negatif
1298,temu ganjar bareng statement kait piala dunia titik terang baik,positif
1300,kait piala dunia statement perintah,netral
1301,hokky caraka damai ganjar pranowo batal piala dunia,positif
1302,niiii langsung ganjar kait isu piala dunia,positif
1303,terima kasih isu piala dunia,positif
1304,orang bertanggungjawab gagal indonesia tuan rumah piala dunia ganjar tanda tangan apa,negatif
1305,puan aku sedih kecewa indonesia coret fifa tuan rumah piala dunia tampik isu edar pdi juang usaha gagal helat,negatif
1306,atur kemenlu israel masuk indonesia indonesia tuan rumah piala dunia fifa sangkut pautin,positif
1307,ganjar pranowo statement kait piala dunia,netral
1309,momen gubernur jawa ganjar pranowo kait polemik batal selenggara piala dunia indonesia kait moga ungkap tanda masyarakat source narasi tv ganjar pranowo piala dunia mata najwa,positif
1310,penejelasan beliau isu piala dunia,positif
1311,salah orang izin konser blackpink sterilisasi venue piala dunia enam event gelar,negatif
1312,kait piala dunia harap moga depan sempat indonesia,positif
1313,upaya upaya coba baik situasi tercover media tangan piala dunia,positif
1315,hokky lontar protes ganjar fifa coret indonesia tuan rumah piala dunia narasi daily,negatif
1316,jawab statement ganjar kait piala dunia,netral
1317,pdip bingung reaksi publik gagal indonesia host piala dunia dalih memplintir konstitusi abai dinamika sosial politik ubah lagak terus ideologi sukarno,negatif
1318,ketua pssi erick thohir tolak eropa lobi fifa indonesia sanksi berat batal laksana piala dunia indonesia,netral
1320,dukung timnas ganjar statement kait piala dunia kemarin,positif
1321,tunggu publik statement ganjar kait piala dunia,netral
1322,hokky caraka temu gubernur jawa ganjar pranowo hokky luap kesal ganjar piala dunia batal gelar indonesia lihat momen temu video,negatif
1323,ganjar statement piala dunia ganjar tanda tangan apa,positif
1324,kait piala dunia,netral
1325,ganjar aku otoritas henti event piala dunia dapat indonesia piala dunia israel,negatif
1326,kemenparekraf cari solusi tutup angka wisatawan gagal kunjung akibat batal event piala dunia,positif
1327,statement ganjar kait piala dunia,netral
1328,plot twist indonesia host piala dunia,netral
1329,piala dunia ni guyss,netral
1330,ganjar statement perihal piala dunia menandatangani apa,netral
1331,suport timnas indonesia ganjar statement kait piala dunia,positif
1333,tengah narasi abur fakta kait batal piala dunia amat sepak bola akmal marhali indonesia batal tuan rumah piala dunia selamat sepak bola indonesia,positif
1334,ganjar pranowo hebat bukti smua ramai salah beliau adi gara nyata ganjar piala dunia batal ganjar macan asia macan dunia adi ganjar ganjar,positif
1335,israel buka suara kait timnas tolak indonesia piala dunia,negatif
1336,ganjar statement piala dunia beliau support timnas indonesia,positif
1337,gagal selenggara piala dunia indonesia larut sedih percaya erick thohir beliau solusi sepak bola indonesia depan,positif
1338,temu ganjar statement kait piala dunia titik terang baik,positif
1339,salah ganjar kait statement piala dunia,netral
1340,gubernur jawa blak blakan sasar tembak sikap tolak timnas israel ujung batal gelar piala dunia indonesia ganjar pranowo sali putus perintah partai,positif
1341,erick thohir resmi bubar tim loc panitia piala dunia,netral
1342,bantah infrastruktur piala dunia kendala basuki stadion,negatif
1343,argumentasi tolak israel piala dunia indonesia masyuk ajeg ngapain bidding ujung tolak israel anggota fifa potensi lolos kualifikasi aneh,negatif
1344,ungkap ganjar pranowo menandatangi komitmen apa kait sedia tuan rumah piala dunia aku tolak datang israel sikap pribadi,negatif
1345,ucap ganjar piala dunia perintah megawati najwa shihab cecar gubernur jateng salah,negatif
1347,eksklusif ganjar pranowo piala dunia bulan publik fifa resmi batal helat piala dunia indonesia statemen gubernur jawa tolak keikutsertaan israel piala dunia nilai,negatif
1348,tidur erick thohir usaha maksimal piala dunia indonesia laksana,negatif
1349,gelombang tolak besar timnas israel muara kader pdi juang milik peran vital piala dunia tolak kencang suara gubernur jawa ganjar pranowo gubernur bal wayan koster,negatif
1350,indonesia terkahir lolos main piala dunia timnas indonesia sedia tuan rumah laga ikut kualifikasi,netral
1352,informasi batal drawing piala dunia fifa pssi ahad maret indonesia isu batal tuan rumah piala dunia,negatif
1353,datang erick doha tindak perintah presiden jokowi fifa batal undi fase grup piala dunia bal gelar sabtu maret,netral
1354,tum pssi erick thohir hadir nonton bareng ofisial timnas upaya indonesia sempat erick lobi presiden fifa gianni infantino indonesia izin gelar piala dunia,positif
1355,nova cerita kabar gagal indonesia tuan rumah piala dunia dengar ofisial timnas hari fifa umum resmi isu embus indonesia tang tanding lawan burundi skor,positif
1356,rabu maret mimpi talenta muda sepakbola indonesia main piala dunia musnah malam federasi sepakbola dunia alias fifa resmi umum batal indonesia tuan rumah ajang bal balan gengsi usia muda,positif
1358,erick tolak ganjar pranowo wayan koster sebab fifa batal piala dunia gelar indonesia,negatif
1359,helat piala dunia utentu beliau video kapasitas orang tua dukung generasi muda ganjar maaf tulustapi tarik mana beliau nyata sikap,positif
1360,argentina ganti indonesia tuan rumah piala dunia,netral
1362,indonesia batal tuan rumah piala dunia menteri pupr stadion,positif
1363,anak hebat mimpi main piala dunia kubur tragis,positif
1364,batal gelar piala dunia intip deret rugi ekonomi indonesia,negatif
1365,beda dapat ganjar piala dunia gibran move on,netral
1367,menteri basuki bantah infrastruktur piala dunia,negatif
1368,gagal tuan rumah erick apresiasi panpel piala dunia,netral
1369,nyata viral tum pdip megawati kait rencana gelar acara gbk ramai piala dunia batal indonesia pdip bantah narasi,negatif
1370,ganjar pranowo piala dunia eksklusif mata najwa menit cecar tolak israel piala dunia kapasitas ganjar,negatif
1371,kuak ganjar teken komitmen sedia tuan rumah piala dunia,negatif
1372,tum pssi erick thohir temu fifa indonesia sanksi buntut batal tuan rumah piala dunia asli lobi fifa tuan rumah piala dunia anti peru,netral
1373,batal tuan rumah suvenir merchandise piala dunia indonesia pakai,negatif
1375,cristiano ronaldo dukung indonesia tolak israel piala dunia alas victory news,positif
1378,piala dunia batal indonesia cak imin sempat emas gagal sedih,negatif
1379,indonesia tuan rumah piala dunia kepala daerah tuju piala dunia kemaren pindah daerah,negatif
1380,tolak tanding lawan israel piala dunia nyata,negatif
1381,putus fifa batal indonesia tuan rumah piala dunia luka timnas perintah pssi supporter indonesia event akbar,positif
1382,puan maharani ban isu edar partai tolak datang timnas israel piala dunia acara gbk,negatif
1383,sesal tolak israel piala dunia ganjar pranowo alas,positif
1384,ganjar pranowo komitmen sedia tuan rumah piala dunia,negatif
1385,batal piala dunia debat olahraga politik via,netral
1386,akmal marhali dampak batal piala dunia indonesia israel lengkap,netral
1388,puan maharani ri batal gelar piala dunia salah,positif
1391,ganjar pranowo tum pdip megawati hubung nyata piala dunia,netral
1392,ketua dpp pdip puan maharani ban pdip gagal piala dunia indonesia puan nilai batal beda dapat,negatif
1393,gagal tuan rumah piala dunia tum pssi erick thohir fokus lobi fifa indonesia jerat sanksi berat,negatif
1394,indonesia batal tuan rumah piala dunia menteri pupr bukti kesiap stadion,netral
1395,ketua pssi fokus lobi fifa indonesia jerat sanksitidak pikir bidding tuan rumah piala dunia,negatif
1396,bos kalteng putra agustiar sabran tum pssi tinggal diam pasca indonesia gagal gelar piala dunia erick thohir upaya benah sepakbola,negatif
1397,ganjar ngaku tanda tangan komitmen sedia tuan rumah piala dunia,positif
1398,imbas politik ahy siap timnas laga piala dunia kandas,negatif
1399,menteri pupr basuki bantah isu stadion piala dunia menteri kerja perumana rakyat pupr basuki hadimuljono stadion stadion utama stadion,negatif
1400,tum pssi percaya selesai masalah sepak bola indonesia indonesia gagal tuan rumah piala dunia,negatif
1401,dukung maju pilpres alir akun instagramnya serbu netizen imbas indonesia batal tuan rumah piala dunia deklarasi dukung gelar bazar ramadan ganjar pranowo pasuruan,positif
1402,gibran rakabuming raka temu ganjar pranowo puri gedeh semarang senin april kemarin gibran lapor event ganti piala dunia ganjar,netral
1403,dampak batal piala dunia politik negeri,netral
1404,partai baik citra indonesia gagal tuan rumah piala dunia sempet rusak rusak wwkwk,negatif
1405,gw gubenur bal gw teriak lantang maju juara piala dunia negara kek main sportif bela sebelas negara gw kaga peduli campur aduk politik olah raga kaga nyambung coi,positif
1406,alam mampu selamat indonesia sanksi fifa buntut batal tuan rumah piala dunia semangat sepakbola indonesia,positif
1407,tolak timnas israel piala dunia ganjar pranowo sesal,negatif
1408,erick thohir gagal loby presiden fifa coba malu anies loby piala dunia selenggara indonesia,negatif
1409,gibran kritik kepala daerah tolak piala dunia wilayah,negatif
1413,koi harap gagal piala dunia efek domino,negatif
1414,justin hubner naturalisasi indonesia gagal tampil piala dunia kembali pssi harap sempat main timnas senior layak coba ikut seleksi piala asia,positif
1415,gibran rakabuming nge spill event tara piala dunia gelar solo acara via,netral
1416,pdip selenggara piala dunia tolak penting orang koar masyarakat sungguh layan penting,positif
1417,gagal tuan rumah piala dunia ri hilang potensi dapat ekonomi mek seh initinya tapiminimal dampak capai rp triliun rugi besarujar sandiaga uno menteri pariwisata ekonomi kreatif,positif
1418,tolak indonesia tim israel laga olahraga presiden indonesia sukarno catat kali tolak tim israel simak berita lengkap sejarah tolak israel piala dunia,negatif
1419,status indonesia tuan rumah piala dunia resmi cabut fifa badan sepak bola dunia sebut alas salah sebab duga pro kontra partisipasi timnas israel kompetisi,negatif
1420,ketua dpp pkb sesal batal piala dunia indonesia turut evaluasi akibat batal,negatif
1421,erick thohir elu elu anggap juang selamat piala dunia tempo temu fakta batal piala dunia wakil tum pssi ratu tisha lobi fifa,positif
1423,gibran ganjar ajak temu batal piala dunia,netral
1424,event sepakbola internasional piala dunia cc,netral
1425,tum pssi aku pikir kait sempat indonesia aju bidding host piala dunia fokus selesai timbul fifa cabut status indonesia host piala dunia,positif
1426,beda ajang piala dunia kemarin batal indo,netral
1427,presiden jokowi aku pusing pikir urus sepak bola tanah air ujung batal indonesia tuan rumah piala dunia jokowi mudah indonesia tuan rumah pildun,negatif
1428,garang pas piala dunia kemarin,netral
1429,panitia laksana piala dunia resmi bubar ketua pssi erick thohir harap gagal momentum bangkit,negatif
1431,main timnas indonesia hokky caraka luap kecewa ganjar pranowo kait piala dunia tertawa bareng clear,netral
1432,bukaaaan tentang israel tanding piala dunia,netral
1434,molotov kilang minyak serang hasil bakar emosi rakyat indonesia ganjar sasar utama serang babi buta ganjar kian liar indonesia hilang status tuan rumah piala dunia,negatif
1435,adi pdip ganjar koster ambil putus piala dunia,netral
1436,gibran maaf polemik batal piala dunia temu ganjar,netral
1437,mas maaf main timnas suporter bola tanah air gagal piala dunia sikap beda mas ganjar maaf live,positif
1438,buka pintu main timnas batal main piala dunia putra baik bangsa yok yok arah kecewa arah positif,positif
1439,saham milih kader pdip pks turun nampaknya tolak piala dunia fans bola indonesia lanjur benci partai byebye capres cawapres partai,negatif
1440,maret fifa rilis catat minus stadion progres penuh syarat bahasa kasar venue layak isu israel cuat memo merah fifa infrastruktur piala dunia indonesia,positif
1441,isu tolak israel tokoh tunggang tutup sungguh tuan rumah piala dunia panas isu israel fakta,negatif
1442,tanggap keluh hokky caraka indonesia batal tuan rumah piala dunia ganjar hokky ketemu,negatif
1443,gibran temu ganjar semarang selisih paham kait piala dunia batal,negatif
1444,federasi sepak bola dunia fifa resmi batal indonesia tuan rumah piala dunia rabu malam wib,netral
1445,yesayas sosok kali hembus piala dunia indonesia batal mantan komite normalisasi pssi piala dunia pindah siar podcast,negatif
1446,ude warga indonesia banyak ngimpi tuan rumah ganti piala dunia gagal piala dunia coreng nama indonesia mata dunia percaya selenggara event kelas dunia,negatif
1447,ibnu jamil timnas cepat bangkit batal tuan rumah piala dunia,positif
1448,walkout petrus selasa april wib tema ribut ribut piala dunia indonesia sanksi fifa pdip,negatif
1449,indonesia batal tuan rumah piala dunia curhat hokky caraka ros kompas tv google berita olahraga,negatif
1450,walkot surakarta gibran rakabuming raka mohon maaf temu gubernur jateng ganjar pranowo beda dapat kait piala dunia,positif
1451,kait batal piala dunia indonesia fokus kepada proses lobi fifa indonesia jerat sanksi beliau enggan pikir bidding tuan rumah piala dunia hadap mata,negatif
1452,wali kota solo gibran rakabuming raka pemkot solo alami rugi piala dunia batal lantar event ganti,positif
1453,dukung ganjar panik cari ibu alas benar mengkambing hitamkan salah erick perintah gagal piala dunia gw gemar sepakbola erti atur fifa mah ngakak guling guling dengernya,negatif
1454,ahy piala dunia batal penting politik,positif
1455,bos kalteng putra agustiar sabran sosok milik solusi sepakbola nasional kait batal piala dunia indonesia erick tinggal diam larut kepada sedih beliau gerak benah,negatif
1456,loyalitas juragan bukti posisi aman perintah tinggal bermaap maapan sakit batal piala dunia kemarin,positif
1457,cak imin luka piala dunia batal indonesia,negatif
1458,anies baswedan anak emas amerika serikat berani keluar statement tolak timnas israel piala dunia indonesia,negatif
1459,adi bela ganjar picu ri batal gelar piala dunia,negatif
1460,indonesia aman baca liput tempo piala dunia fifa tegas ulas indonesia aman jamin aman event ulas tarik liput presiden indonesia dasar lapor,positif
1461,putus resmi fifa kait batal indonesia tuan rumah piala dunia tum pssi juang lobi fifa kait sanksi terima indonesia erick thohir banjir ungkap simpati dari warganet,positif
1462,knpi apresiasi tum pssi gelar piala dunia indonesia batal erick pihak beliau thd mimpi juta anak muda indonesia main sepakbola,positif
1463,jokowi puzing kolang kaling minggu mikiri bola eric tohir tidur dampak gagal piala dunia ayo jabat susul curhat ngk enak makan ngk enak ml,negatif
1464,beda sikap fifa peru indonesia sanksi cabut status tuan rumah piala dunia,netral
1465,ketua pssi kan alas fifa kait batal indonesia tuan rumah piala dunia salah fifa berat intervensi,positif
1466,putus fifa batal indonesia tuan rumah piala dunia luka timnas perintah organisasi sepakbola nasional pssi rugi dapat berkat batal,positif
1467,ketua partai bangkit bangsa pkb muhaimin iskandar komentar batal piala dunia tanah air sayang batal,netral
1468,batal indonesia argentina tuan rumah piala dunia fifa,netral
1469,gibran ketemu ganjar pranowo indonesia gagal tuan rum piala dunia bahas,negatif
1470,ketua pssi erick thohir etho temu fifa upaya hindar sanksi berat terima indonesia gagal selenggara piala dunia presiden joko widodo amanat erick,negatif
1471,raut mukane sampean kliatan sedih beda batal piala dunia,negatif
1472,masyarakat juang presiden jokowi ketua pssi juang indonesia tuan rumah piala dunia,negatif
1473,potensi sanksi terima indonesia fifa batal piala dunia salah satu klub main latih wasit masyarakat hilang mata cahari jg rb orang kena dampak moga erick thohir lobi fifa sanksi,positif
1474,intip biaya renovasi lapang piala dunia batal ri baca lengkap,netral
1475,presiden pusing minggu et tidur pikir piala dunia hasil pusing tidur indonesia gagal tuan rumah,negatif
1476,fyi orang bawa rusia kanjurahan batal piala dunia orang nggak ngerti sepakbola kagak paham,positif
1477,jokowi duga piala dunia batal pidato,netral
1478,mampu koneksi dunia luas ketua pssi erick thohir yakin selesai tantang masalah sepak bola indonesia gagal tuan rumah piala dunia,negatif
1479,disinformasi video fifa putus indonesia tuan rumah piala dunia syarat edar video narasi judul fifa putus indonesia tuan rumah piala dunia syarat,positif
1480,langgar konstitusi timnas israel tanding piala dunia indonesia tuan rumah tolak bebas agama indonesia jamin lindung konstitusi nyata langgar konstitusi nggak,negatif
1481,indonesia piala dunia israel fifa diskriminatif israel piala dunia proses selenggara rangkai lewat,negatif
1482,menpora dito ariotedjo berkomunakasi kait selenggara anoc world beach games bal langkah antisipasi batal indonesia selenggara piala dunia ulang,positif
1483,ketua pssi yakin selesai tantang masalah sepakbola indonesia gagal tuan rumah piala dunia semangat optimistis inshaaallah,positif
1484,pusat kelola kompleks gelora karno ppk gbk stadion utama gbk sugbk steril piala dunia batal gelar indonesia larang event olahraga hibur stadion gbk susul,positif
1485,dpr ri panggil pssi kait batal piala dunia tagih surat lengkap,positif
1488,gagal tampil piala dunia presiden jokowi main timnas larut kecewa baca lengkap,negatif
1489,bos kalteng putra agustian sabran erick thohir solusi indonesia batal tuan rumah piala dunia beliau tum pssi benah sepak bola indonesia,positif
1492,tum pssi erick thohir juang jalan amanat presiden sepak bola indonesia kucil fifa pasca putus batal posisi indonesia tuan rumah piala dunia,negatif
1494,ude warga indonesia banyak ngimpi gagal piala dunia coreng nama indonesia mata dunia dapet percaya tuan rumah kelas dunia,negatif
1495,batal laga piala dunia timnas indonesia polisi polri tawar masuk jalur,netral
1496,gagal tanding ajang piala dunia mabes polri tawar timnas indonesia abdi negara anggota polri wujud kepala biro terang masyarakat karopenmas divisi humas polri,negatif
1497,detail ungkap alas fifa batal status tuan rumah indonesia piala dunia koordinator save our soccer sos amat sepak bola akmal marhali perintah indonesia bukti,positif
1501,keikutsertaan israel piala dunia timbul polemik masyarakat indonesia,netral
1502,ngabuburit ilmu bahas diskus fakta balik batal indonesia tuan rumah piala dunia,netral
1503,hey ente pahamin bola gih banyakin nonton bola lu tandain piala dunia gelar indonesia erick thorir usaha maksimal piala dunia gelar buka,positif
1504,bubar panitia piala dunia erick thohir terima kasih kerja tim,positif
1505,tum psti nilai sengaja tutup tutup pssi sebab batal indonesia tuan rumah piala dunia,netral
