Text,Label
"hasto kristyanto @66Hasto  @PDI_Perjuangan ""...suara kemanusiaan bukan kehendak politis"". Lantas ada bencana kemanusiaan apa, di Palestina dgn kepesertaan timnas sebakbola Israel U-20 di Piala Dunia sepak bola U-20 FIFA yg rencananya digelar dsn?
https://t.co/PUUVz18kAS",negatif
"Duka cita batal tuan rumah Piala Dunia U-20 2023, pecinta sepak bola Situbondo bagikan pita hitam ke pengendara motor. https://t.co/Wn6TySyKYs",negatif
1 Juta Pita Hitam sebagai Wujud Empati Pembatalan Indonesia sebagai Tuan Rumah Piala Dunia U-20 2023. https://t.co/gUxIjAvzdD,netral
"Jokowi mengaku sakit kepala dalam mengurus sepak bola, khususnya terkait dengan pembatalan Indonesia sebagai tuan rumah Piala Dunia U-20. https://t.co/xfd5NcLLTb",positif
"[ Ekonomi Indonesia Terkini ]

Hello Young Economist!

Menteri Pariwisata dan Ekonomi Kreatif (Menparekraf) Sandiaga Uno menyebut bahwa Indonesia dirugikan secara finansial hingga triliunan rupiah setelah gagal jadi tuan rumah Piala Dunia U-20 2023. https://t.co/9pL3tTpOqw",negatif
Polri Buka Peluang Rekrutmen Proaktif Bagi Punggawa Timnas U-20 yang Gagal Tampil di Piala Dunia 2023 https://t.co/jWVFEPLAbD,positif
"Gubernur Jawa Barat Ridwan Kamil menuturkan, Stadion Si Jalak Harupat di Kabupaten Bandung sudah disiapkan sebaik mungkin untuk menggelar laga Piala Dunia U-20 2023. #BersamaJuara",positif
"Hal itu membuat Ridwan Kamil kecewa karena selain Si Jalak Harupat, stadion lainnya di Jabar sudah disiapkan pula untuk tempat latihan peserta Piala Dunia U-20. #BersamaJuara",negatif
Namun FIFA sebagai Federasi Sepak Bola Dunia membatalkan status Indonesia menjadi tuan rumah Piala Dunia U-20 2023. #RidwanKamil #BersamaJuara,netral
"PIALA DUNIA U-20 Batal Digelar di Indonesia, Ridwan Kamil: Persiapan Jabar Sudah Maksimal https://t.co/dl4XnPQZ19 #BersamaJuara",netral
"Striker Timnas U-20, Arkhan Kaka, mengungkapkan target usai Piala Dunia U-20 batal digelar di Indonesia. Kaka mencanangkan target untuk berkarier di luar negeri. #focus #garudamuda #bolasports #quote https://t.co/wJTvLirUfr",netral
"AFC Sebut Aksi Tentara Israel Mengerikan, FIFA Siap Tendang Timnas Israel U-20 dari Piala Dunia U-20 2023? #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/Y32PcwQjHP",negatif
"Piala Dunia U-20 2023 Batal Digelar di Indonesia, Begini Komentar Ridwan Kamil https://t.co/g12irHcwqe #BersamaJuara",netral
"Isu Bom dan Tragedi Kanjuruhan di Balik Kegagalan Piala Dunia U-20 

#ganjarian https://t.co/K1bBK0nbhM",negatif
"Meski kecewa, Ridwan Kamil mengatakan, bisa diambil hikmah dari batalnya Indonesia menjadi tuan rumah Piala Dunia U-20. #BersamaJuara",negatif
Ridwan Kamil Doakan Para Pemain Timnas Indonesia Piala Dunia U-20 https://t.co/HWdO34prfq #BersamaJuara,positif
"@idextratime Insya Allah ada jln terbaik dibalik semua ini. Peru mungkin tdk jd, sementara  Argentina blm disetujui FIFA krn butuh waktu utk persiapan sbg tuan rumah.
Sy brhrp Israel dicoret FIFA dr peserta Piala dunia U-20 krn banyak hal.
Semoga FIFA tunjuk kembali Indonesia sbg tuan rumah",positif
"@antonwaan @UpdateBolabola Ngawur. Jauh lah pengalamannya pemain U-20. Justru harus pemain berpengalaman dan punya jam terbang banyak yang main. Tujuan adanya timnas senior, timnas U-23, timnas U-20 itu ya karena ada levelnya masing-masing. Dan Indonesia bakal ketemu tim yang main di Piala Dunia kemarin",positif
@benuaandin @ganjarpranowo Indonesia gagal jadi tuan rumah piala dunia U-20 karena keamanan,negatif
"@edyibnikawhe @pengarang_sajak Ya kalo soal rakyat hitung2annya beda lagi, perhelatan piala dunia U-20 ini rasanya beliau kayak ditikam dri belakang, padahal tujuannya baik,untuk kemajuan Indonesia, itu lebih penting dripada partai..",positif
Kata Palestina Soal Penolakan Timnas Israel di Piala Dunia U-20 di Indonesia https://t.co/1pr77rUSIK,negatif
Berupaya memahami ttg piala dunia U 20 dan penolakan kes.Israel. Ke 2 pihak punya argument masing2. Ini membingungkan lawan Dan kawan🤣,negatif
"Presiden Jokowi mengaku pusing selama dua minggu karena memikirkan Piala Dunia U-20 yang gagal dilaksanakan di Indonesia.

""Urusan bola ini memang pusing saya dua minggu ini gara-gara bola,"" kata Jokowi di Kantor DPP PAN, Pancoran, Jakarta Selatan, Minggu (2/4/2023). https://t.co/060EqjPKKS",negatif
"Piala Dunia U-20 2023 Batal Digelar di Indonesia, Begini Komentar Ridwan Kamil https://t.co/e03DFtdDTE #BersamaJuara",netral
"Emil mendoakan para pemain yang masuk skuad tim nasional (timnas) Indonesia untuk Piala Dunia U-20. “Doa saya untuk timnas yang mungkin punya kekecewaan. Doa terbaik dari saya pribadi untuk para pemain yang saya cintai,” kata dia (Ridwan Kamil) #BersamaJuara",positif
"Ridwan Kamil mengatakan, ada kekecewaan, apalagi Jabar sudah menyiapkan salah satu stadionnya, Si Jalak Harupat, untuk menjadi lokasi pertandingan Piala Dunia U-20. Sejumlah stadion pun disiapkan untuk menjadi tempat latihan peserta Piala Dunia U-20. #BersamaJuara",negatif
"Gubernur Jawa Barat (Jabar) Ridwan Kamil mengaku ikut kecewa dengan batalnya Indonesia menjadi tuan rumah agenda Piala Dunia U-20 2023. Namun, ia mengajak mengambil hikmah atas keputusan FIFA terkait persoalan tuan rumah Piala Dunia U-20 ini. #BersamaJuara",negatif
Ridwan Kamil Doakan Para Pemain Timnas Indonesia Piala Dunia U-20 https://t.co/59bDobIldp #BersamaJuara,positif
Menurut gue ini episode lanjutan gagalnya piala dunia U-20🤔,negatif
"@IMCMushroom Lebih afdolnya, duit utk pelaksanaan Piala Dunia U-20 dialihkan utk membayar THR tenaga Honoren.",positif
"PIALA DUNIA U-20 GAGAL KARNA ADA DRAMA KOREA kata aria bima Politikus PDI P... di TVOne,... Allahh...",negatif
@Putra_Sangihe Bisa jadi ini episode lanjutan gagalnya piala dunia U-20,negatif
@ch_chotimah2 @erickthohir Cenul itu memang lagi mumet..... Bisa bisanya  kadrun terkait penundaan piala dunia U-20. Apa sdh kehabisan bahas .. kok nggak dikaitkan lagi dengan Abw... ??,negatif
"Quarterans tau kaann kalau Indonesia batal jadi tuan rumah Piala Dunia U-20? Nah kerugiannya tuh banyaak banget, termasuk yang terjadi di sektor ekonomi. https://t.co/isjVakA0B8",negatif
Pernyataan Tegas Shin Tae Yong Bubarkan Timnas U 20 Usai Batal Berlaga di Piala Dunia https://t.co/4SsZErMFAs,netral
Suntikan Semangat Presiden Jokowi untuk Timnas U 20 Usai Batal Main di Piala Dunia https://t.co/0myET9imYf,positif
Suntikan Semangat Presiden Jokowi untuk Timnas U 20 Usai Batal Main di Piala Dunia https://t.co/cQ1tCKEv3q,positif
"Indonesia lagi dan lagi harus kecewa karena sepak bola. Sempat menjadi kebanggaan, FIFA harus membatalkan Indonesia sebagai tuan rumah Piala Dunia U-20. Bukan cuma pecinta sepak bola, tapi seluruh masyarakat Indonesia ikut bersedih. https://t.co/laUUM3uyrP",negatif
"Apakah nanti Elektabilitas pemilih Ganjar, akan tergerus,, utk Pilpres nanti.? Ini di-sebabkan Pernyataan Ganjar yg menolak keha-diran Israel di Piala Dunia U-20.. Msh blm dipastikan secara riil atau pasti ya. MemangDampaknya, Pecinta sepak bola, kurang simpati pd Guber nur tsb.",negatif
@nonagon123 @JaenoXTM @JunaidinLatif Nah tragedi kanjuruhan.. justru harusnya bersyukur kita dicoret jadi tuan rumah Piala Dunia.. Tragedi kanjuruhan adalah bukti kita memang belum pantas menyelenggarakan even Piala Dunia. Walau masih level u-20.. kalau memang mau bercermin,negatif
Kata-kata Terakhir STY ke Hokky Caraka cs Usai Timnas Batal Tampil di Piala Dunia U20: Pelatih Timnas Indonesia U20 Shin Tae-yong (STY) memberikan kata-kata terakhir kepada penggawa Timnas U-20 sebelum resmi dibubarkan. https://t.co/V6wTyJmfUo,netral
Timnas Indonesia Resmi Dibubarkan Usai Indonesia Batal Jadi Tuan Rumah Piala Dunia U-20 2023 https://t.co/nAEMZCRCpJ,netral
"Dampak Ekonomi Batalnya Piala Dunia U-20, Indonesia Kehilangan Potensi hingga Rp 100 Triliun https://t.co/pmclAuScc4",negatif
pemain Timnas U-20 yang batal bermain di Piala Dunia U-20 seiring adanya pencoretan Indonesia sebagai tuan rumah pada event internasional tersebut.,positif
Senyum nona Spanyol ini membatalkan turunnya hujan sama. Tapi batal turunnya hujan tidak bikin kecewa seperti batalnya Indonesia jadi tuan rumah Piala Dunia U-20 😀 https://t.co/JK9xzk7wGC,positif
"@logikapolitikid Gue aja juga diblokir oleh PKS di Instagram cuma karena piala dunia u-20 di Indonesia batal karena mereka menolak timnas Israel u-20 bermain, lah gue di Instagram Ganjar mengkritik juga dibiarkan saja tuh gak diblokir 🤭",negatif
Paguyuban Suporter Timnas Tuntut PSSI Buka Fakta Sebenarnya Soal Pembatalan Piala Dunia U-20 https://t.co/ZNh3yR8hS4,positif
"Ayoo mas GP dan yg menolak piala dunia U-20, Tolak juga Produk2 buatan Yahudi karena buatan penjajah non muslim.",negatif
"🚨⚽️Meski secara resmi dibubarkan pasca batalnya Piala Dunia Indonesia, para pemain timnas U-20 bakal digabung dalam satu klub dan ikut kompetisi reguler.

Hokky memberi sinyal bahwa mereka kemungkinan akan berkompetisi di dalam negeri yakni dalam Liga 1. https://t.co/LvJ0fgtMYP",netral
"Ganjar Disebut Penyebab Indonesia Gagal Jadi Tuan Rumah Piala Dunia U-20, Ade Armando: Semua Demi Puan Maharani https://t.co/5AIO8ZOV3G",negatif
"Pelatih timnas sepak bola U-20 Indonesia, Shin Tae-Yong, menyebut bahwa skuad asuhannya itu akan dibubarkan menyusul batalnya Indonesia menjadi tuan rumah Piala Dunia U-20.

https://t.co/7mvwtkjirJ",netral
"@ganjarpranowo pak Ganjar, smoga dlm keadaan sehat. Awal saya respect tp stlh bpk ambil sikap utk larang timnas U-20 Israel&amp; Indonesia kena sanksi, sy sgt kecewa dgn sikap bpk. Sy ingatkan klo kita hidup di dunia nyata bkn dunia tipu-tipu. Ingat U-20 kita masuk piala Dunia krn sbg tuan rumah..",negatif
"Argentina negara satu-satunya yang secara resmi telah mengirim proposal host Piala Dunia U-20 2023 gantikan Indonesia. FIFA akan putuskan 3 April
https://t.co/frtoONgpEF",netral
"@idextratime Tidak berfaedah. Israel tetap ke Piala Dunia U-20. Palestina tetap ke Piala Asia.

Indonesia tetap terbelakang.",negatif
"Setelah keruwetan penolakan tim Israel yang berujung pencoretan Indonesia sebagai tuan rumah Piala Dunia U-20, Presiden Joko Widodo curhat. Menurut dia, urusan itu telah membuatnya pusing berat. https://t.co/gmsLdIeEaz

#Polhuk #AdadiKompas",negatif
"Setelah keruwetan penolakan tim Israel yang berujung pencoretan Indonesia sebagai tuan rumah Piala Dunia U-20, Presiden Joko Widodo curhat. Menurut dia, urusan itu telah membuatnya pusing berat.

https://t.co/tDIFlfhffP

 #Polhuk #AdadiKompas",negatif
"Media Palestina 'serang' FIFA buntut dibatalkannya Indonesia sebagai tuan rumah Piala Dunia U-20 2023

https://t.co/tctsMmiCid",netral
Kedatangan Presiden RI tersebut untuk memberikan semangat kepada pemain Timnas U-20 yang batal bermain di Piala Dunia U-20 seiring adanya pencoretan Indonesia sebagai tuan rumah pada event internasional tersebut.,positif
"Akankah Timnas #Israel dicoret dalam keikutsertaannya di Piala Dunia U-20 2023?
https://t.co/pIWfEbXepg",netral
"@MataNajwa @ganjarpranowo Gara² sampeyan melu² latah, Piala Dunia U-20 batal digelar di Indonesia. Berbicara sesuai porsimu saja Pak !!! Gak usah cari simpati umat dgn ikut²an bicara soal Palestina Israel",positif
Piala Dunia U-20: Batas Tipis Olahraga dan Politik https://t.co/5cCOjStHp5,netral
"Ikut sedih krn Indonesia gagal menjadi tuan rumah piala dunia U-20 2023 krn masalah politik yang terjadi, bagaimanapun kita harus menghormati keputusan FIFA. semangat untuk para anak bangsa!!

Pupus Mimpi Anak Bangsa
#DukaTimnas

https://t.co/C2OZdoAWYO",negatif
"Tiga Tahun Persiapkan Piala Dunia U-20 di Indonesia namun Batal, Jokowi: Pusing Saya https://t.co/Xb9nwUAgk7",negatif
"Presiden Joko Widodo (Jokowi) mengungkap sulitnya mempersiapkan Indonesia untuk menjadi tuan rumah Piala Dunia U-20 sebelum akhirnya dibatalkan oleh FIFA. Jokowi menyebut perhelatan Piala Dunia U-20 sebetulnya sudah ditandatangan oleh pemerintah kota 

https://t.co/nNAWSOliLe",negatif
"Presiden Jokowi Mengaku Pusing Serta ia  Mengungkap Kesulitan Menjadi Tuan Rumah Piala Dunia U-20.
https://t.co/LrFP3Dr4d2 #news #PialaDuniaU20 #Jokowi #EksplisitKreatifMedia #EksplisitOfficial",negatif
"@nusantara_one Bukan hanya GP &amp; pak kostar ja yg gagalkan piala dunia u-20 di Indonesia, salahkan juga PKS, MUI,ormas penjual Agama, PA 212 , babe Haikal &amp; jg kelompok radikal jg gagalkan piala dunia u-20 di Indonesia",negatif
"Sukarno Tolak Israel di Asian Games IV 1962 hingga Berani Keluar dari IOC, Jauh Sebelum Piala Dunia U-20 2023
#jalanviral #tolaktimnasisrael #viralindo https://t.co/Y6sODl7Fg5",negatif
"Gagal jadi tuan rumah Piala Dunia U 20,stadionnya buat jemur padi aja yah, daripada ga dipakai. https://t.co/NYMjeFkBg9",negatif
"@KakekHalal Aneh apanya, lihat statmen Pak Jokowi terbaru, semua terlihat jelas kenapa FIFA sampai membatalkan piala Dunia U-20...",positif
"Ga tau deh..swjak komen hal piala dunia U 20
.jd agak gimana gitu..tunggu komando JOKOWI dehh",netral
"@fifamedia @FIFAcom Israel memerangi Palestina, Indonesia di banned piala dunia u-20 Indonesia dan batal diselenggarakan 
Sama kaya Rusia memerangi Ukraina, dan Rusia di banned piala dunia Qatar tidak batal di selenggarakan",negatif
"Hokky Caraka itu aset banget. skill ada, cepat iya, finishing juga klinis.

tapi, pendidikan juga penting bro. iya Piala Dunia U-20 ngecewain banget. tapi, saat kamu mempertanyakan karirmu ke depan dengan menyalahkan gagalnya Piala Dunia U-20, ada yg salah di dirimu",negatif
"Penolakan dilakukan saat Piala Dunia U-20 akan digelar, sangat janggal.  https://t.co/2O5S0xHOa6",negatif
"👉 keikutsertaan timnas Israel di Piala Dunia U-20. Tapi kita, baik pemerintah maupun PSSI masih terus berusaha agar ada solusi terbaik"", tutur Presiden Jokowi. 

Pada akhirnya, applause itu untuk Jokowi. 

Selanjutnya, ""Will Erick save the day?"" 

Sadur.
https://t.co/X6k3nbjHaY",positif
"👉politik luar negeri kita terhadap Palestina, karena dukungan kita kepada Palestina selalu kokoh dan kuat"" , ujar Presiden dalam keterangannya pada Selasa 28 Maret 2023 di istana Merdeka, Jakarta. 

""Dalam urusan Piala Dunia U-20 ini, kita sependapat dengan Duta Besar 👉",positif
"*Pada Akhirnya Applause itu Untuk Jokowi* 

Penulis ; Erri Subakti 

Sepekan ini publik riuh dengan ""kick off"" I Wayan Koster yg secara resmi menolak Israel untuk hadir di Bali dalam drawing Piala Dunia U-20. 

Ganjar muncul sebagai ""winger"" menerima assist dari Koster.",positif
"🛑 SAKSIKAN BINCANG BERITA

Dengan Tema : ""Piala Dunia U-20 Indonesia Batal, Salah Siapa?""

https://t.co/VNwqSveyzH https://t.co/xaVU3Qx70p",netral
Entah berapa banyak lapangan pekerjaan dan potensi perputaran uang yang tidak jadi tergerakan gara-gara ini. Padahal Piala Dunia U-20 juga jadi ajang pariwisata bagi setidaknya jutaan suporter dari 24 negara peserta yang siap memadati stadion-stadion.,positif
"Kapolri beserta Ketua Umum PSSI &amp; para pju Mabes Polri turut hadir mendampingi Presiden RI bertemu langsung dgn Tim Nasional sepak bola U-20 Indonesia di Stadion Utama Gelora Bung Karno, Jakarta (1/4) pasca dibatalkannya Indonesia menjadi tuan rumah Piala Dunia U-20 2023 https://t.co/aeJ5gdcJvK",netral
"Tumben nich @PDI_Perjuangan 
dan @PKSejahtera satu suara dlm piala dunia U-20..apa mungkin ya mereka bisa berkongsi..",netral
"@RyaWiedy Kisruh piala dunia U-20, bikin malu Indonesia di dunia internasional.",negatif
Presiden Joko Widodo (@Jokowi) mengaku bahwa hingga saat ini dirinya masih merasa pusing jika membahas mengenai batalnya Indonesia menjadi tuan rumah Piala Dunia U-20. Ia menyebut persiapan tiga tahun berujung sia-sia. https://t.co/3XJNccBFBe,negatif
"Seblumnya Megawati ngamuk dan gagalkan rencana Jokowi bangun Aiport Internasional Bali baru.

Setelah itu melalui Koster dan Ganjar gagalkan Piala Dunia U 20, sudah pasti Olimpiade dan Piala Dunia gagal juga.

Tanpa sadar internal PDIP jadi antitesa Jokowi
https://t.co/Gq8sQE1m19",negatif
"Batal jadi Messi, semoga jadi polisi 
Ngga bisa jadi ronaldo, gpp semoga nanti pegang tongkat komando 😁💪🫡

*****

Polri Siap Tampung Pemain Timnas U-20 yang Batal Berlaga di Piala Dunia https://t.co/dX7scY6g8q",positif
PDIP Partai Paling Korup :  Piala Dunia U-20: Batas Tipis Olahraga dan Politik https://t.co/iob1Nhx3OC https://t.co/EU44qBScWo,positif
"1. Sejak akhir Maret, Indonesia dibuat riuh dengan suara penolakan terhadap timnas Israel ke Indonesia, untuk mengikuti gelaran Piala Dunia U-20. https://t.co/OoNlesXbTB",negatif
@dear_myslf tetep aja kita semua kecewa bgt sih pak Hasto Kristiyanto secara udh banyak jg persiapan yang dilakukan buat dukung Piala Dunia U-20 nanti,negatif
"@TeddGus Ya karena U 20 gagal ikut piala dunia, tumben gk komentar",negatif
"Jokowi Mengundang Timnas U-20 ke Istana, Yang Gagal Tampil di Piala Dunia 2023

#berita #beritaharian #beritaviral #beritaterkini #kabarterkini #kabarterbaru #kabarharian #beritaupdate #kabarupdate #beritaterupdate

https://t.co/VgsVV5Xje8",negatif
Jokowi Ungkit Tanda Tangan Daerah Siap Gelar Piala Dunia U-20 https://t.co/fY0SLHFVOK,positif
@GanjaranApp Batalnya piala dunia U-20 ini bukan saatnya kt larut dr kesedihan mari untuk terus bangkit dn memperbaiki,netral
"Timnas U-20 Dibubarkan Setelah Batal Main di Piala Dunia, Bagaimana Nasib Para Pemain Muda? - KOMPASTV https://t.co/0yAS9AaZNx #PrabowoUnggul #BangkitBersama",positif
Jokowi Ungkit Tanda Tangan Daerah Siap Gelar Piala Dunia U-20 https://t.co/feo0UctkMw,positif
@GanjaranApp Piala dunia U-20 diindonesia boleh batal tapi semangat kita harus tetap ada dan tidak boleh padam,positif
Masa depan persepakbolaan kita masih panjang. Gagalnya Piala Dunia U-20 Ini bukan akhir segalanya. Masih banyak event yang bisa diikuti oleh para pemain Timnas Indonesia. Maka ingatlah. Jangan berlarut-larut dengan sesuatu yang tak seharusnya di kabungkan. https://t.co/AfhxprQfqX,negatif
"4 Kerugian Akibat Gagalnya Piala Dunia U-20 Menurut AHY
AHY Dukung Timnas
https://t.co/jfdy5N4s7W",negatif
"Tanggapan AHY soal gagalnya Indonesia menjadi tuan rumah Piala Dunia U-20
AHY Dukung Timnas
https://t.co/LanmD7UPDg",negatif
"wahai politisi, lihat mereka yang sudah sekian lama berlatih untuk bisa tampil di piala dunia U-20 yg akan diselenggarakan di indonesia, tetapi karena mencampurkan politisi dalam olahraga menjadi Pupus Mimpi Anak Bangsa
#DukaTimnas
https://t.co/gFD1TxGTor",positif
"@dear_myslf kasihan Mereka yang sudah siap pak Hasto Kristiyanto menyambut Piala Dunia U-20 ,😢",positif
"@kompascom Menurutnya kerugian itu berupa citra buruk Indonesia di hadapan dunia internasional terkait komitmen menjadi tuan rumah Piala Dunia U-20. 

""Buruknya nama Indonesia di dunia internasional, karena dianggap tidak punya komitmen,"" ungkapnya. 
https://t.co/5B0tydmRhh",negatif
"Timeline Kesiapan Infrastruktur Piala Dunia U-20

7 Maret 2023
Progres infrastruktur baru 49,64%, target penyelesaian akhir Maret.

22 - 27 Maret 2023
Inspeksi terakhir stadion oleh FIFA.

29 Maret 2023
Piala Dunia U-20 di Indonesia Resmi BATAL. https://t.co/rzRlde7My1",positif
"@hijabersshangat Gimana nih Pak Hasto Kristiyanto ?? Kita udah gagal jadi tuan rumah Piala Dunia U-20,, belum lagi kalau dapat sanksi juga dari FIFA gimana tuh ?? 🤔😔",negatif
"FIFA Coret Indonesia sebagai Tuan Rumah Piala Dunia U-20, Ini Bocoran Jurnalis Inggris https://t.co/UQwmbEh4Bw",negatif
"@dear_myslf Jujur yaa,, kecewa bangett loohh padahal Indonesia gagal jadi tuan rumah Piala Dunia U-20.. Banyak yg kecewa nih Pak Hasto Kristiyanto 😌",negatif
"Seharusnya kan Piala Dunia U-20 harus jadi dilaksanakan di Indonesia, lah ini kok gini?
Kenapa sih Hasto Kristiyanto ?

Hasto Klaim PDIP Sudah Lobi Pemerintah Tolak Timnas Israel Sejak 2022 https://t.co/WJIhKZN7gJ",positif
Jangan coret hanya sebagai Tuan rumah piala dunia u-20 tapi coret juga dari keanggotaan FIFA. Indonesia tidak terlalu bagus sepak bolanya. @FIFAcom coret aja sekaligus dari kenggotaan FIFA. https://t.co/tOlQXUBU6T,negatif
"Batalnya Indonesia Menjadi Tuan Rumah Piala Dunia U-20 Sangat Mengecewakan

https://t.co/0bYNXEVwEH

#PialaDuniaU20",negatif
"🗣️💫Presiden Joko Widodo (@Jokowi) mengaku bahwa hingga saat ini dirinya masih merasa pusing jika membahas mengenai batalnya Indonesia menjadi tuan rumah Piala Dunia U-20. Ia menyebut persiapan tiga tahun berujung sia-sia. 

Ia menyebut bahwa selain Indonesia, tidak sedikit… https://t.co/4I0xvDZpo6",negatif
@dear_myslf Sedih dan kecewa banget pas tau timnas U-20 Indonesia gak jadi berlaga di piala dunia. Hasto Kristiyanto,negatif
"@convomf tp nyesek bgt liat latian2 mereka selama ini buat tanding world cup underage ilang gt aja, kyk dah berbulan2 bhkn mgkn ada yg tahunan, persiapan diri cita2 main piala dunia &amp; dah kepilih buat u-20 trus gajadi 💔😭

Semoga kedepan pd dpt kesempatan lebih baik atletnya 🙏",positif
"Tanggapan AHY soal gagalnya Indonesia menjadi tuan rumah Piala Dunia U-20
AHY Dukung Timnas
https://t.co/TTFhKff74P",negatif
"Marah dan kesal enggak jadi nonton piala Dunia u 20 ,, Hasto Kristiyanto kok begitu sihhh mengambil sikap menolak https://t.co/lb7KfRFFfc",negatif
"@dear_myslf Hadehh gimana nih pak Hasto Kristiyanto, Indonesia batal jadi tuan rumah piala dunia U-20 😭💔",netral
"Ternyata dampak kerugian gagal jadi tuan rumah piala dunia bukan hanya  merugikan pemain u-20 saja! Simak video berikut.

Pupus Mimpi Anak Bangsa
#DukaTimnas

https://t.co/7CBPtDziq7",negatif
"Timnas Indonesia U-20 secara resmi dibubarkan setelah Indonesia batal selenggarakan Piala Dunia U-20 2023 sebagai tuan rumah.
#ThePhraseID #TimnasU20 #timnasindonesia #Indonesia #PialaDuniaU20 #shintaeyong #PSSI @PSSI 
https://t.co/tBInREqGa1",netral
@dear_myslf trending ini tentang pak Hasto Kristiyanto menyangkut piala dunia U-20,netral
"FIFA Coret Indonesia Tuan Rumah Piala Dunia U-20, NasDem: Anies Tidak Ngomong Apa-Apa, yang Blunder Kita Lihat Efeknya
#ItsTimeRestorasiIndonesia
#NasdemNo5
#AniesPresidenku https://t.co/yCALPST0GB",netral
Polri Siap Tampung Pemain Timnas U-20 yang Batal Berlaga di Piala Dunia https://t.co/vRVwRaV5np,positif
"terimakasih pak @erickthohir atas perjuangannya. menjadi tuan rumah piala dunia U-20 merupakan suatu berkah besar buat bangsa dan negara kita Indonesia tercinta, tetapi para oknum politis membuat Pupus Mimpi Anak Bangsa 
#DukaTimnas https://t.co/ipLtAXNR12",positif
"@hijabersshangat Hmm gimana ya, jadi sedih juga liat timnas u-20 gagal tampil di piala dunia. Hasto Kristiyanto",negatif
"Sementara itu, pemain asal Borneo FC, Rabbani Tasnim Siddiq, mengungkapkan mimpi untuk bermain di Piala Dunia U-20 hanya sekedar mimpi
#DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/rROJ5Sfcas",positif
@hijabersshangat Akhirnya kan Indonesia di coret jadi host Piala Dunia U-20 pak Hasto Kristiyanto gegara penolakannya timnas Israel tuh!!,negatif
"Erick Thohir Justru Dapat Durian Runtuh Saat Indonesia Gagal Jadi Tuan Rumah Piala Dunia U-20, Kok Bisa? https://t.co/3z6zRneq8K",negatif
@dear_myslf Jujur  kecewa sama statmennya pak Hasto Kristiyanto tp sudah terjadi Indonesia tetap batal menjadi tuan rumah piala dunia u 20,netral
"Yaah pak Hasto Kristiyanto, kecewa berat sih pak karena udh jdi tuan rumah untuk piala dunia u-20, tidak jadi karena ditolak  https://t.co/802bD99KhF",negatif
@dear_myslf Sedih bgt ga jadi liat timnas u-20 main di piala dunia. Hasto Kristiyanto,negatif
@dear_myslf Kecewa sih waktu Piala Dunia U-20 Indonesia gak jadi tuan rumah. Hasto Kristiyanto,negatif
"Indonesia batal menjadi tuan rumah Piala Dunia U-20. Bukan hanya pemain Timnas U-20, orang-orang dibalik layar pun pasti akan sangat kecewa.

Pupus Mimpi Anak Bangsa
#DukaTimnas

https://t.co/ij9Mu0IYrW",positif
@dear_myslf Kecewa bgt timnas u-20 gagal berlaga di piala dunia. Hasto Kristiyanto,negatif
@dear_myslf Sedih banget Piala dunia U-20 yg dinantikan gagal terjadi. Hasto Kristiyanto,negatif
"FIFA menyatakan tuan rumah baru akn segera ditentukan. Sejauh ini baru Argentina yang meberikan proposal resmi sbg pengganti tuan rumah Piala Dunia U-20 2023. Ini setelah diputuskan Indonesia batal menjadi tuan rumah.
#DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/lP4QCkLeKd",positif
"Tiga Tahun Persiapkan Piala Dunia U-20 di Indonesia namun Batal, Jokowi: Pusing Saya https://t.co/RuJ0eEi7VW #headline #Jokowi #PialaDuniaU-20 #PresidenJokowi",negatif
"FIFA Coret Indonesia sebagai Tuan Rumah Piala Dunia U-20, Ini Bocoran Jurnalis Inggris https://t.co/K6J12MmJF6",negatif
Komentar #Lucu Koster Dan Ganjar Usai #Indonesia Batal Host Piala Dunia U 20 https://t.co/nqj6vN2NrZ #moreshareforum #beritaterkini,positif
"Dihapusnya status tuan rumah Piala Dunia U-20 2023 otomatis tak ada tempat bagi skuad Garuda Nusantara untuk tampil di ajang dua tahunan tersebut.
#DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/ljW6HTQrhy",negatif
"@SebastienPriha1 @hjalmunawar @disdistea @dina_sulaeman Nah kan ...loe gak paham substansi dan jd buta kondisi......

Itu delegasi Israel datang ke Bali ...acara IPU dibali....bendera Israel jg berkibar dibali ...

Ngapain congormu gak nolak ..????

Apa bedanya acara IPU dibali dg piala dunia U-20....????

G
O
B
L
O
K",netral
"Ganjar hadir menjawab pertanyaan seputar Piala Dunia U-20 dan penolakan terhadap Israel.

Seperti apa jawabannya? Segera di website https://t.co/T9nPhyQh2s dan YouTube Najwa Shihab

| Mata Najwa https://t.co/Y8XfIWVt3t",negatif
"Hasto Kristiyanto Terlibat Pembatalan Piala Dunia U-20 Indonesia 
https://t.co/IacPj9kii1",netral
Jokowi Ngaku Pusing Gegara Indonesia Gagal jadi Tuan Rumah Piala Dunia U-20 https://t.co/zjlMqXrqsy,negatif
"Timnas Indonesia U20 resmi dibubarkan setelah Indonesia batal menggelar Piala Dunia U-20 2023.
Kepastian itu disampaikan Shin Tae Yong di GBK.
#DukaTimnas
Pupus Mimpi Anak Bangsa
https://t.co/xiRzCNwlNQ",positif
